Country/Region;Province/State;01.01.2023;01.02.2023;01.03.2023;01.04.2023;01.05.2023;01.06.2023;01.07.2023;01.08.2023;01.09.2023;01.10.2023;01.11.2023;01.12.2023;1/13/23;1/14/23;1/15/23;1/16/23;1/17/23;1/18/23;1/19/23;1/20/23;1/21/23;1/22/23;1/23/23;1/24/23;1/25/23;1/26/23;1/27/23;1/28/23;1/29/23;1/30/23;1/31/23;02.01.2023;02.02.2023;02.03.2023;02.04.2023;02.05.2023;02.06.2023;02.07.2023;02.08.2023;02.09.2023;02.10.2023;02.11.2023;02.12.2023;2/13/23;2/14/23;2/15/23;2/16/23;2/17/23;2/18/23;2/19/23;2/20/23;2/21/23;2/22/23;2/23/23;2/24/23;2/25/23;2/26/23;2/27/23;2/28/23;03.01.2023;03.02.2023;03.03.2023;03.04.2023;03.05.2023;03.06.2023;03.07.2023;03.08.2023;03.09.2023;
Afghanistan;;7849;7849;7850;7850;7850;7850;7850;7853;7854;7854;7854;7854;7854;7854;7854;7857;7859;7860;7864;7864;7864;7864;7870;7871;7872;7872;7875;7876;7876;7879;7882;7882;7891;7891;7894;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;7896;
Albania;;3595;3595;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3596;3598;3598;3598;3598;3598;3598;3598;3598;3598;3598;3598;3598;3598;3598;3598;3598;
Algeria;;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;6881;
Andorra;;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;
Angola;;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1930;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1931;1933;1933;1933;1933;1933;1933;1933;1933;1933;1933;1933;
Antarctica;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Antigua and Barbuda;;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;
Argentina;;130124;130171;130171;130171;130171;130171;130171;130171;130249;130249;130249;130249;130249;130249;130249;130338;130338;130338;130338;130338;130338;130338;130394;130394;130394;130394;130394;130394;130394;130421;130421;130421;130421;130421;130421;130421;130437;130437;130437;130437;130437;130437;130437;130448;130448;130448;130448;130448;130448;130448;130458;130458;130458;130458;130458;130458;130458;130463;130463;130463;130463;130463;130463;130463;130472;130472;130472;130472;
Armenia;;8716;8716;8716;8716;8716;8716;8716;8716;8716;8716;8716;8716;8716;8716;8716;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8719;8719;8719;8719;8719;8719;8719;8719;8719;8719;8719;8719;8719;8719;8721;8721;8721;8721;8721;8721;8721;8721;8721;8721;8721;8721;8721;8721;8727;8727;
Australia;Australian Capital Territory;138;138;138;138;142;142;142;142;142;142;142;148;148;148;148;148;148;148;148;148;148;148;148;148;148;152;152;152;152;152;152;152;152;157;157;157;157;157;157;157;157;157;157;157;157;157;157;224;224;224;224;224;224;224;224;224;224;224;224;224;228;228;228;228;228;228;228;228;
Australia;New South Wales;5804;5804;5804;5804;5881;5881;5881;5881;5881;5881;5881;5993;5993;5993;5993;5993;5993;5993;6124;6124;6124;6124;6124;6124;6124;6218;6218;6218;6218;6218;6218;6218;6304;6304;6304;6304;6304;6304;6304;6366;6366;6366;6366;6366;6366;6366;6417;6417;6417;6417;6417;6417;6417;6464;6464;6464;6464;6464;6464;6464;6493;6493;6493;6493;6493;6493;6493;6529;
Australia;Northern Territory;84;84;84;84;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;91;
Australia;Queensland;2405;2405;2405;2405;2449;2449;2449;2449;2449;2449;2449;2526;2526;2526;2526;2526;2526;2526;2526;2574;2574;2574;2574;2574;2574;2643;2643;2643;2643;2643;2643;2643;2677;2677;2677;2677;2677;2677;2677;2710;2710;2710;2710;2710;2710;2710;2734;2734;2734;2734;2734;2734;2734;2760;2760;2760;2760;2760;2760;2760;2783;2783;2783;2783;2783;2783;2783;2783;
Australia;South Australia;1155;1155;1155;1155;1170;1170;1170;1170;1170;1170;1170;1203;1203;1203;1203;1203;1203;1203;1224;1224;1224;1224;1224;1224;1224;1235;1235;1235;1235;1235;1235;1235;1244;1244;1244;1244;1244;1244;1244;1333;1333;1333;1333;1333;1333;1333;1333;1322;1322;1322;1322;1322;1322;1322;1322;1322;1322;1322;1322;1322;1322;1322;1322;1322;1322;1322;1322;1365;
Australia;Tasmania;224;224;224;224;229;229;229;229;229;229;229;229;237;237;237;237;237;237;240;240;240;240;240;240;240;244;244;244;244;244;244;244;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;250;250;250;250;250;250;250;252;252;252;252;252;252;252;253;253;253;253;253;253;256;
Australia;Victoria;6405;6405;6435;6465;6490;6490;6490;6506;6535;6566;6597;6639;6638;6638;6638;6638;6638;6638;6794;6794;6794;6794;6794;6794;6794;7116;7116;7116;7116;7116;7116;7116;7186;7181;7181;7181;7181;7181;7181;7232;7232;7232;7232;7232;7232;7232;7286;7286;7286;7286;7286;7286;7286;7317;7317;7317;7317;7317;7317;7317;7338;7338;7338;7338;7338;7338;7338;7370;
Australia;Western Australia;837;837;837;837;837;856;856;856;856;856;856;856;880;880;880;880;880;880;880;901;901;901;901;901;901;901;920;920;920;920;920;920;931;931;931;931;931;931;931;931;938;938;938;938;938;938;938;942;942;942;942;942;942;944;944;944;944;944;944;944;952;952;952;952;952;952;952;952;
Austria;;21443;21444;21448;21466;21473;21482;21484;21487;21490;21517;21536;21546;21558;21564;21564;21565;21576;21589;21595;21609;21613;21626;21626;21640;21646;21649;21658;21661;21661;21662;21689;21696;21709;21736;21755;21755;21755;21765;21768;21773;21773;21781;21788;21789;21795;21796;21799;21807;21820;21820;21820;21825;21848;21853;21858;21872;21872;21872;21887;21891;21899;21907;21921;21922;21923;21941;21949;21970;
Azerbaijan;;10008;10008;10008;10008;10009;10013;10017;10020;10023;10027;10033;10037;10042;10045;10049;10050;10054;10060;10064;10067;10068;10068;10068;10075;10077;10077;10080;10081;10081;10081;10085;10087;10092;10094;10095;10096;10096;10096;10097;10097;10098;10098;10098;10099;10099;10099;10101;10102;10103;10103;10103;10105;10108;10111;10114;10116;10117;10117;10119;10119;10122;10126;10127;10129;10129;10135;10138;10138;
Bahamas;;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;
Bahrain;;1539;1539;1539;1539;1539;1539;1539;1539;1539;1539;1539;1539;1539;1540;1540;1540;1540;1540;1540;1541;1541;1541;1541;1541;1541;1541;1542;1542;1543;1543;1543;1544;1544;1544;1544;1544;1544;1544;1544;1544;1544;1544;1544;1544;1544;1544;1544;1544;1544;1548;1548;1548;1548;1548;1548;1548;1548;1548;1548;1549;1550;1552;1552;1552;1552;1553;1553;1553;
Bangladesh;;29440;29440;29440;29440;29440;29440;29440;29440;29440;29440;29441;29441;29441;29441;29441;29441;29441;29441;29441;29441;29441;29441;29441;29441;29441;29441;29441;29441;29441;29442;29442;29442;29442;29443;29443;29443;29443;29443;29444;29444;29444;29444;29444;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;29445;
Barbados;;568;568;568;568;568;568;568;568;569;569;569;569;569;569;569;569;569;569;569;569;569;569;569;571;571;571;571;571;571;571;571;571;571;571;571;571;571;573;573;573;573;573;573;573;573;573;573;573;573;573;573;575;575;575;575;575;575;575;575;575;575;575;575;575;575;575;575;579;
Belarus;;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;7118;
Belgium;;33228;33228;33228;33228;33395;33395;33395;33395;33395;33395;33395;33478;33478;33478;33478;33478;33478;33478;33525;33525;33525;33525;33525;33525;33525;33557;33557;33557;33557;33557;33557;33557;33582;33582;33582;33582;33582;33582;33582;33616;33616;33616;33616;33616;33616;33616;33616;33663;33663;33663;33663;33663;33663;33717;33717;33717;33717;33717;33717;33717;33775;33775;33775;33775;33775;33775;33775;33814;
Belize;;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;
Benin;;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;
Bhutan;;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;
Bolivia;;22305;22305;22310;22313;22315;22315;22315;22320;22320;22324;22324;22326;22329;22329;22333;22337;22337;22337;22340;22340;22342;22342;22342;22343;22343;22343;22345;22345;22345;22345;22346;22349;22349;22350;22353;22353;22354;22354;22354;22354;22354;22354;22355;22355;22355;22356;22358;22359;22359;22359;22362;22362;22362;22363;22363;22364;22365;22365;22365;22365;22365;22365;22365;22365;22365;22365;22365;22365;
Bosnia and Herzegovina;;16227;16227;16229;16230;16234;16234;16234;16234;16235;16239;16239;16241;16241;16241;16241;16243;16243;16244;16247;16248;16248;16248;16248;16248;16250;16250;16250;16253;16253;16254;16255;16257;16258;16259;16259;16259;16259;16260;16260;16261;16261;16261;16261;16261;16265;16266;16267;16267;16267;16267;16267;16267;16278;16278;16278;16278;16278;16278;16278;16279;16279;16279;16279;16279;16279;16279;16280;16280;
Botswana;;2794;2794;2876;2876;2794;2794;2794;2794;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;2795;2798;2798;2798;2798;2798;2798;2800;2800;2800;2800;2800;2800;2800;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;2801;
Brazil;;693853;693981;693981;694411;694411;694779;694779;694779;694779;694985;695088;695236;695317;695341;695343;695410;695524;695615;695615;696188;696254;696257;696324;696485;696603;696603;696742;696742;696759;696892;697074;697200;697200;697353;697365;697365;697439;697533;697626;697663;697620;697662;697674;697762;697762;697904;698018;698018;698050;698050;698050;698050;698382;698834;698928;698928;698928;699006;699087;699197;699197;699276;699276;699276;699276;699276;699276;699276;
Brunei;;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;
Bulgaria;;38108;38108;38113;38116;38116;38122;38122;38122;38127;38130;38135;38136;38138;38138;38139;38146;38150;38154;38157;38160;38160;38163;38167;38169;38170;38172;38174;38174;38174;38179;38179;38182;38183;38184;38184;38184;38187;38190;38191;38193;38193;38194;38194;38195;38198;38200;38201;38202;38204;38204;38206;38207;38208;38210;38210;38211;38211;38216;38217;38217;38217;38219;38219;38219;38219;38222;38225;38228;
Burkina Faso;;395;395;395;395;395;395;395;395;395;395;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;396;
Burma;;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;19490;
Burundi;;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;
Cabo Verde;;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;
Cambodia;;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;3056;
Cameroon;;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;1965;
Canada;Alberta;5351;5351;5351;5351;5351;5415;5415;5415;5415;5415;5443;5443;5443;5443;5443;5443;5443;5470;5470;5470;5470;5470;5470;5470;5468;5468;5468;5468;5468;5465;5465;5486;5486;5486;5486;5486;5486;5486;5510;5510;5510;5510;5510;5510;5510;5536;5536;5536;5536;5536;5536;5536;5556;5556;5556;5556;5556;5556;5556;5602;5602;5602;5602;5602;5602;5602;5622;5622;
Canada;British Columbia;4806;4806;4806;4806;4896;4896;4896;4896;4896;4896;4896;4961;4961;4961;4961;4961;4961;4961;5007;5007;5007;5007;5007;5007;5007;5061;5061;5061;5061;5061;5061;5061;5106;5106;5106;5106;5106;5106;5106;5139;5139;5139;5139;5139;5139;5139;5157;5157;5157;5157;5157;5157;5157;5192;5192;5192;5192;5192;5192;5192;5218;5218;5218;5218;5218;5218;5218;5249;
Canada;Diamond Princess;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Canada;Grand Princess;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Canada;Manitoba;2331;2331;2331;2331;2331;2331;2331;2331;2369;2369;2369;2369;2369;2369;2369;2394;2394;2394;2394;2394;2394;2394;2403;2403;2403;2403;2403;2403;2403;2418;2418;2418;2418;2418;2418;2418;2428;2428;2428;2428;2428;2428;2428;2439;2439;2439;2439;2439;2439;2439;2456;2456;2456;2456;2456;2456;2456;2460;2460;2460;2460;2460;2460;2460;2464;2464;2464;2464;
Canada;New Brunswick;635;635;635;635;635;635;635;635;740;740;740;740;740;740;740;749;749;749;749;749;749;749;762;762;762;762;762;762;762;773;773;773;773;773;773;773;781;781;781;781;781;781;781;812;812;812;812;812;812;812;822;822;822;822;822;822;822;825;825;825;825;825;825;825;834;834;834;834;
Canada;Newfoundland and Labrador;288;288;288;288;288;288;288;288;295;295;295;295;295;295;295;295;295;295;295;295;295;295;296;296;296;296;296;296;296;296;296;296;296;296;296;296;304;304;304;304;304;304;304;304;304;304;304;304;304;304;311;311;311;311;311;311;311;311;311;311;311;311;311;311;318;318;318;318;
Canada;Northwest Territories;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;
Canada;Nova Scotia;674;674;674;674;674;674;674;674;689;689;689;689;689;689;689;699;699;699;699;699;699;699;705;705;705;705;705;705;705;715;715;715;715;715;715;715;724;724;724;724;724;724;724;746;746;746;746;746;746;746;771;771;771;771;771;771;771;786;786;786;786;786;786;786;794;794;794;794;
Canada;Nunavut;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;
Canada;Ontario;15538;15538;15538;15538;15628;15633;15633;15633;15633;15643;15643;15717;15717;15717;15717;15717;15717;15717;15817;15822;15822;15822;15822;15826;15826;15888;15899;15899;15899;15899;15903;15903;15952;15963;15963;15963;15963;15967;15967;16006;16006;16006;16006;16006;16006;16006;16064;16066;16066;16066;16066;16066;16066;16130;16134;16134;16134;16134;16138;16138;16184;16186;16186;16186;16186;16186;16186;16234;
Canada;Prince Edward Island;82;82;82;82;82;82;82;82;82;83;83;83;83;83;83;83;85;85;85;85;85;85;85;85;85;85;85;85;85;85;88;88;88;88;88;88;88;90;90;90;90;90;90;90;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;93;93;93;
Canada;Quebec;17692;17692;17694;17700;17714;17728;17745;17746;17750;17768;17774;17789;17801;17810;17810;17811;17827;17831;17846;17854;17865;17865;17865;17885;17904;17923;17936;17940;17940;17941;17954;17962;17967;17971;17971;17971;17971;17993;17997;18002;18015;18017;18017;18021;18030;18037;18049;18053;18062;18062;18063;18073;18078;18084;18090;18097;18097;18097;18101;18105;18114;18124;18131;18131;18132;18144;18153;18160;
Canada;Repatriated Travellers;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Canada;Saskatchewan;1781;1781;1781;1781;1781;1781;1781;1781;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1826;1826;1826;1826;1826;1826;1826;1826;1826;1826;1826;1826;1826;1826;1858;1858;1858;1858;1858;1858;1858;1858;1858;1858;1858;1858;1858;1858;1882;1882;1882;1882;1882;1882;1882;1882;1882;1882;1882;1882;1882;1882;1890;1890;1890;1890;
Canada;Yukon;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;
Central African Republic;;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;
Chad;;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;194;
Chile;;63200;63200;63200;63243;63254;63300;63330;63357;63373;63381;63386;63437;63466;63496;63509;63541;63548;63557;63599;63616;63640;63667;63683;63689;63692;63730;63745;63764;63791;63806;63812;63816;63850;63859;63875;63895;63910;63914;63919;63941;63965;63985;63998;64013;64015;64022;64040;64053;64067;64085;64102;64106;64109;64128;64145;64158;64166;64174;64175;64177;64197;64210;64222;64230;64247;64250;64254;64273;
China;Anhui;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;
China;Beijing;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
China;Chongqing;9;9;9;9;10;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;
China;Fujian;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
China;Gansu;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
China;Guangdong;8;8;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;
China;Guangxi;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
China;Guizhou;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
China;Hainan;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
China;Hebei;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;
China;Heilongjiang;13;14;15;15;16;16;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;
China;Henan;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;
China;Hong Kong;11869;11943;12018;12081;12149;12204;12276;12342;12406;12481;12548;12622;12693;12747;12813;12863;12909;12965;13010;13052;13081;13118;13167;13203;13230;13258;13280;13313;13333;13338;13353;13358;13370;13374;13381;13388;13393;13401;13403;13409;13414;13418;13420;13424;13427;13431;13433;13435;13440;13442;13445;13447;13447;13447;13449;13451;13453;13453;13459;13462;13462;13463;13464;13465;13466;13466;13466;13467;
